"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0045333","GO:0045333","cellular respiration",24,0.378712810954355,1.34835548001453,0.0947368421052632,0.380861244019139,0.340468395870058,260,"tags=25%, list=8%, signal=23%","mal_mito_1/mal_mito_3/mal_mito_2/PF3D7_1214900/PF3D7_1034400/PF3D7_1108500"
"GO:1901605","GO:1901605","alpha-amino acid metabolic process",18,0.418218358518297,1.36836907127375,0.095959595959596,0.381919191919192,0.341414141414141,862,"tags=56%, list=26%, signal=41%","PF3D7_1357900/PF3D7_1324000/PF3D7_0922600/PF3D7_1308200/PF3D7_1327800/PF3D7_1235600/PF3D7_0727200/PF3D7_1365500/PF3D7_0608800/PF3D7_0802000"
"GO:0035556","GO:0035556","intracellular signal transduction",34,-0.461009198514801,-1.32039384186325,0.104670074349442,0.412462273178991,0.368717927359161,940,"tags=56%, list=29%, signal=40%","PF3D7_1231100/PF3D7_0512600/PF3D7_1442900/PF3D7_1117700/PF3D7_1316200/PF3D7_1246800/PF3D7_1007200/PF3D7_0515300/PF3D7_1438100/PF3D7_0802600/PF3D7_1110100/PF3D7_1144900/PF3D7_0903300/PF3D7_0920500/PF3D7_1138400/PF3D7_0419900/PF3D7_1417400/PF3D7_1451000/PF3D7_1034700"
"GO:0022402","GO:0022402","cell cycle process",31,-0.469977322824162,-1.32543765235156,0.108943471618287,0.418892514704697,0.374466199339296,885,"tags=39%, list=27%, signal=29%","PF3D7_1219000/PF3D7_0507700/PF3D7_1032500/PF3D7_1428300/PF3D7_0607600/PF3D7_1251200/PF3D7_1304000/PF3D7_1237000/PF3D7_1318400/PF3D7_1123800/PF3D7_0215800/PF3D7_1463700"
"GO:0009116","GO:0009116","nucleoside metabolic process",10,0.519904804998335,1.40456377334161,0.110438190238689,0.418892514704697,0.374466199339296,363,"tags=40%, list=11%, signal=36%","PF3D7_1012400/PF3D7_0513300/PF3D7_0603300/PF3D7_1366500"
"GO:1901657","GO:1901657","glycosyl compound metabolic process",10,0.519904804998335,1.40456377334161,0.110438190238689,0.418892514704697,0.374466199339296,363,"tags=40%, list=11%, signal=36%","PF3D7_1012400/PF3D7_0513300/PF3D7_0603300/PF3D7_1366500"
"GO:0016192","GO:0016192","vesicle-mediated transport",79,-0.394500286219334,-1.26238157800876,0.110511844331641,0.418892514704697,0.374466199339296,814,"tags=44%, list=25%, signal=34%","PF3D7_1310600/PF3D7_0606700/PF3D7_1429800/PF3D7_1110500/PF3D7_1219100/PF3D7_1231100/PF3D7_0613500/PF3D7_0512600/PF3D7_1145400/PF3D7_0808400/PF3D7_1145100/PF3D7_0935200/PF3D7_1316200/PF3D7_1116400/PF3D7_1134800/PF3D7_0905900/PF3D7_0515300/PF3D7_1439800/PF3D7_0730200/PF3D7_0210700/PF3D7_0415400/PF3D7_1144900/PF3D7_1324700/PF3D7_1218300/PF3D7_1246300/PF3D7_1243000/PF3D7_1448600/PF3D7_0526900/PF3D7_0303000/PF3D7_1451000/PF3D7_1432000/PF3D7_0422100/PF3D7_0530100/PF3D7_0216800/PF3D7_1332300"
"GO:0006520","GO:0006520","cellular amino acid metabolic process",52,0.28098686058357,1.20961599845017,0.121212121212121,0.455117209834191,0.40684902651139,955,"tags=42%, list=29%, signal=31%","PF3D7_0204500/PF3D7_1357900/PF3D7_1357200/PF3D7_1324000/PF3D7_0628800/PF3D7_0102900/PF3D7_1420400/PF3D7_1350100/PF3D7_1461900/PF3D7_0922600/PF3D7_1349200/PF3D7_1308200/PF3D7_1327800/PF3D7_1235600/PF3D7_0623000/PF3D7_0727200/PF3D7_1365500/PF3D7_0608800/PF3D7_0802000/PF3D7_0807900/PF3D7_0509600/PF3D7_0211800"
"GO:0016311","GO:0016311","dephosphorylation",23,0.367263171764443,1.28887561287956,0.123302552960348,0.458639402600172,0.409997667492351,326,"tags=30%, list=10%, signal=28%","PF3D7_0314400/PF3D7_0320000/PF3D7_0810500/PF3D7_0520100/PF3D7_1127000/PF3D7_1031700/PF3D7_1033400"
"GO:1901566","GO:1901566","organonitrogen compound biosynthetic process",315,0.254150282742721,1.44472019052932,0.125,0.45907050201409,0.410383045968692,747,"tags=37%, list=23%, signal=31%","PF3D7_0312800/PF3D7_1341300/PF3D7_1310900/PF3D7_1357900/PF3D7_1428600/PF3D7_0409300/PF3D7_1424100/PF3D7_0219200/PF3D7_1245400/PF3D7_0611700/PF3D7_1012400/PF3D7_1324900/PF3D7_0306900/PF3D7_1214900/PF3D7_1015900/PF3D7_0516200/PF3D7_1357200/PF3D7_0307100/PF3D7_1351400/PF3D7_0519400/PF3D7_1324000/PF3D7_1462800/PF3D7_1034200/PF3D7_0627500/PF3D7_1105400/PF3D7_1402500/PF3D7_0602000/PF3D7_0217800/PF3D7_0319600/PF3D7_0911000/PF3D7_1331800/PF3D7_0705700/PF3D7_0304400/PF3D7_1242700/PF3D7_0628800/PF3D7_0516900/PF3D7_1426000/PF3D7_1424400/PF3D7_1431700/PF3D7_1019400/PF3D7_0825200/PF3D7_0309600/PF3D7_1126200/PF3D7_1366800/PF3D7_0603300/PF3D7_0102900/PF3D7_1460300/PF3D7_1420400/PF3D7_0813900/PF3D7_1465900/PF3D7_1357000/PF3D7_1366500/PF3D7_0922500/PF3D7_1026800/PF3D7_1110600/PF3D7_1421200/PF3D7_1350100/PF3D7_0524900/PF3D7_1341200/PF3D7_1124900/PF3D7_0621200/PF3D7_1132700/PF3D7_1410600/PF3D7_1461900/PF3D7_1121700/PF3D7_1142500/PF3D7_0316800/PF3D7_0706400/PF3D7_1308300/PF3D7_1251300/PF3D7_0422400/PF3D7_1408600/PF3D7_0618300/PF3D7_0520000/PF3D7_1461300/PF3D7_1468700/PF3D7_0920800/PF3D7_0704700/PF3D7_1317800/PF3D7_1441200/PF3D7_0613400/PF3D7_1414300/PF3D7_0422700/PF3D7_0406400/PF3D7_0918300/PF3D7_1004000/PF3D7_0922600/PF3D7_0629100/PF3D7_1121000/PF3D7_1137500/PF3D7_0322900/PF3D7_1023200/PF3D7_0903900/PF3D7_1302800/PF3D7_0317600/PF3D7_1349200/PF3D7_1308200/PF3D7_0307200/PF3D7_1120100/PF3D7_0821700/PF3D7_1116600/PF3D7_1027800/PF3D7_1309100/PF3D7_0503800/PF3D7_0626800/PF3D7_1327800/PF3D7_1436000/PF3D7_1130100/PF3D7_1323100/PF3D7_1143400/PF3D7_1365900/PF3D7_0623000/PF3D7_1439900/PF3D7_0823200/PF3D7_1128700"
"GO:1901135","GO:1901135","carbohydrate derivative metabolic process",82,0.248341737063141,1.1726984751884,0.125725338491296,0.45907050201409,0.410383045968692,911,"tags=44%, list=28%, signal=33%","PF3D7_1012400/PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_1127100/PF3D7_0911000/PF3D7_0513300/PF3D7_1108500/PF3D7_1033400/PF3D7_0603300/PF3D7_1366500/PF3D7_0922500/PF3D7_0514600/PF3D7_1251300/PF3D7_0704700/PF3D7_1025100/PF3D7_1120100/PF3D7_1116600/PF3D7_1453800/PF3D7_1017400/PF3D7_0626800/PF3D7_1327800/PF3D7_1436000/PF3D7_1439900/PF3D7_1128700/PF3D7_0610800/PF3D7_1420600/PF3D7_0801800/PF3D7_1235700/PF3D7_1021600/PF3D7_1454700/PF3D7_0512700/PF3D7_0406100/PF3D7_1444800/PF3D7_0624000"
"GO:0010468","GO:0010468","regulation of gene expression",110,-0.370899659229041,-1.22143634186206,0.126967795040642,0.459392567510687,0.410670954294134,803,"tags=27%, list=24%, signal=21%","PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0722100/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0051171","GO:0051171","regulation of nitrogen compound metabolic process",112,-0.369307183927008,-1.21744751166058,0.130305210153119,0.467220483251724,0.417668667916114,803,"tags=28%, list=24%, signal=22%","PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_1223100/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1405400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0031323","GO:0031323","regulation of cellular metabolic process",111,-0.369256470605364,-1.21619599609862,0.131570826046703,0.467546328273105,0.417959954922797,803,"tags=28%, list=24%, signal=22%","PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_1223100/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1405400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0007010","GO:0007010","cytoskeleton organization",25,-0.479769486563076,-1.29923168193595,0.135013391770149,0.475533893137337,0.425100385824967,901,"tags=40%, list=27%, signal=29%","PF3D7_0503400/PF3D7_1219000/PF3D7_1003600/PF3D7_0505200/PF3D7_0607600/PF3D7_0105300/PF3D7_1246200/PF3D7_0528500/PF3D7_1443600/PF3D7_1140500"
"GO:0006310","GO:0006310","DNA recombination",19,-0.505570610573247,-1.30053365815503,0.136863389359282,0.477821306710476,0.427145204094528,492,"tags=63%, list=15%, signal=54%","PF3D7_0803400/PF3D7_1112600/PF3D7_1429900/PF3D7_1404900/PF3D7_0525200/PF3D7_1106000/PF3D7_1308800/PF3D7_1123800/PF3D7_1368300/PF3D7_1405400/PF3D7_1455300/PF3D7_0709500"
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport",21,-0.492407328372644,-1.29193439719112,0.14139650872818,0.486079672613338,0.434527715798224,562,"tags=33%, list=17%, signal=28%","PF3D7_0210700/PF3D7_1144900/PF3D7_1324700/PF3D7_1243000/PF3D7_1448600/PF3D7_1432000/PF3D7_0530100"
"GO:0048193","GO:0048193","Golgi vesicle transport",19,-0.501644347657948,-1.29043370976933,0.142423859471755,0.486079672613338,0.434527715798224,1293,"tags=74%, list=39%, signal=45%","PF3D7_0405100/PF3D7_0822600/PF3D7_0606700/PF3D7_1429800/PF3D7_1231100/PF3D7_0808400/PF3D7_1145100/PF3D7_1116400/PF3D7_1134800/PF3D7_0905900/PF3D7_0415400/PF3D7_1144900/PF3D7_0303000/PF3D7_1332300"
"GO:0007264","GO:0007264","small GTPase mediated signal transduction",21,-0.492077222371069,-1.29106829452859,0.142892768079801,0.486079672613338,0.434527715798224,1081,"tags=57%, list=33%, signal=39%","PF3D7_1231100/PF3D7_0512600/PF3D7_1442900/PF3D7_1117700/PF3D7_1316200/PF3D7_1246800/PF3D7_1007200/PF3D7_1144900/PF3D7_0903300/PF3D7_0920500/PF3D7_1451000/PF3D7_1034700"
"GO:0009060","GO:0009060","aerobic respiration",17,0.396847680241292,1.27441405843224,0.146067415730337,0.492668063226052,0.440417364111097,437,"tags=35%, list=13%, signal=31%","mal_mito_1/mal_mito_2/PF3D7_1214900/PF3D7_1034400/PF3D7_1108500/PF3D7_0618500"
"GO:0048523","GO:0048523","negative regulation of cellular process",12,-0.559450869634811,-1.30401137284034,0.149122807017544,0.498276477146042,0.445430968726163,791,"tags=83%, list=24%, signal=64%","PF3D7_1227500/PF3D7_0416400/PF3D7_1343300/PF3D7_1428300/PF3D7_1328800/PF3D7_1220900/PF3D7_1031300/PF3D7_1405400/PF3D7_0528500/PF3D7_0416500"
"GO:0030001","GO:0030001","metal ion transport",13,-0.547380727921351,-1.29857137140424,0.150234113712375,0.498276477146042,0.445430968726163,88,"tags=54%, list=3%, signal=53%","PF3D7_0603500/PF3D7_1439000/PF3D7_1303500/PF3D7_0715900/PF3D7_0414700/PF3D7_0522600/PF3D7_1421900"
"GO:0071702","GO:0071702","organic substance transport",149,-0.350565653290394,-1.17674535436815,0.154718509518023,0.500235350672502,0.44718209078896,917,"tags=32%, list=28%, signal=24%","PF3D7_1117700/PF3D7_1145100/PF3D7_1318800/PF3D7_0522400/PF3D7_0104200/PF3D7_1218400/PF3D7_1316200/PF3D7_1038400/PF3D7_1246800/PF3D7_1134800/PF3D7_0905900/PF3D7_0530200/PF3D7_1309700/PF3D7_1438100/PF3D7_1320400/PF3D7_0401900/PF3D7_1333300/PF3D7_0730200/PF3D7_0210700/PF3D7_1452600/PF3D7_1144900/PF3D7_0723900/PF3D7_1324700/PF3D7_1436300/PF3D7_0319000/PF3D7_1218300/PF3D7_1035900/PF3D7_1138400/PF3D7_1246300/PF3D7_1243000/PF3D7_1448600/PF3D7_0215300/PF3D7_0526900/PF3D7_0803600/PF3D7_0920700/PF3D7_1224200/PF3D7_1451000/PF3D7_0816200/PF3D7_1216300/PF3D7_0206200/PF3D7_1427000/PF3D7_1432000/PF3D7_1208400/PF3D7_0422100/PF3D7_1034700/PF3D7_0530100/PF3D7_0216800"
"GO:0080090","GO:0080090","regulation of primary metabolic process",114,-0.362277647954183,-1.19654003454463,0.154721624115657,0.500235350672502,0.44718209078896,803,"tags=27%, list=24%, signal=21%","PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_1223100/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1405400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0010556","GO:0010556","regulation of macromolecule biosynthetic process",102,-0.367484302310178,-1.20307894538966,0.155852219807513,0.500235350672502,0.44718209078896,803,"tags=33%, list=24%, signal=26%","PF3D7_0802100/PF3D7_0518200/PF3D7_1143100/PF3D7_1449500/PF3D7_0110800/PF3D7_0420300/PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:2000112","GO:2000112","regulation of cellular macromolecule biosynthetic process",102,-0.367484302310178,-1.20307894538966,0.155852219807513,0.500235350672502,0.44718209078896,803,"tags=33%, list=24%, signal=26%","PF3D7_0802100/PF3D7_0518200/PF3D7_1143100/PF3D7_1449500/PF3D7_0110800/PF3D7_0420300/PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0009266","GO:0009266","response to temperature stimulus",22,0.361834213693327,1.25497839114242,0.157509157509158,0.501509157509157,0.448320802005013,673,"tags=50%, list=20%, signal=40%","PF3D7_1118200/PF3D7_1134000/PF3D7_0807700/PF3D7_0409400/PF3D7_1438900/PF3D7_0708400/PF3D7_0708500/PF3D7_1304500/PF3D7_1215300/PF3D7_0818900/PF3D7_0213100"
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process",33,0.311179012369297,1.20995073682414,0.163508771929825,0.512413316756458,0.458068503209952,911,"tags=48%, list=28%, signal=35%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0603300/PF3D7_1366500/PF3D7_0922500/PF3D7_0704700/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1420600/PF3D7_1235700/PF3D7_1444800/PF3D7_0624000"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process",33,0.311179012369297,1.20995073682414,0.163508771929825,0.512413316756458,0.458068503209952,911,"tags=48%, list=28%, signal=35%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_0603300/PF3D7_1366500/PF3D7_0922500/PF3D7_0704700/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1420600/PF3D7_1235700/PF3D7_1444800/PF3D7_0624000"
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process",36,0.301082451454667,1.18719802610986,0.173477255204318,0.539405840400925,0.482198291604107,911,"tags=47%, list=28%, signal=35%","PF3D7_1012400/PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_1366500/PF3D7_0922500/PF3D7_0920800/PF3D7_0704700/PF3D7_1120100/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_1420600/PF3D7_1235700/PF3D7_1444800/PF3D7_0624000"
"GO:0009889","GO:0009889","regulation of biosynthetic process",103,-0.360488086634627,-1.18077059914201,0.181836988001655,0.553806799015505,0.495071933528803,803,"tags=33%, list=24%, signal=26%","PF3D7_0802100/PF3D7_0518200/PF3D7_1143100/PF3D7_1449500/PF3D7_0110800/PF3D7_0420300/PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0031326","GO:0031326","regulation of cellular biosynthetic process",103,-0.360488086634627,-1.18077059914201,0.181836988001655,0.553806799015505,0.495071933528803,803,"tags=33%, list=24%, signal=26%","PF3D7_0802100/PF3D7_0518200/PF3D7_1143100/PF3D7_1449500/PF3D7_0110800/PF3D7_0420300/PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0060255","GO:0060255","regulation of macromolecule metabolic process",121,-0.353918972942855,-1.17286706727526,0.182283142389525,0.553806799015505,0.495071933528803,803,"tags=26%, list=24%, signal=21%","PF3D7_0613800/PF3D7_1458600/PF3D7_1328800/PF3D7_1241400/PF3D7_0722100/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_1223100/PF3D7_0714500/PF3D7_0723900/PF3D7_0919900/PF3D7_1009000/PF3D7_1445500/PF3D7_0628600/PF3D7_1209300/PF3D7_0410600/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1405400/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0409800/PF3D7_1460800"
"GO:0006732","GO:0006732","coenzyme metabolic process",41,0.285582655245998,1.17477693155122,0.189121338912134,0.570229491568404,0.509752891166677,911,"tags=56%, list=28%, signal=41%","PF3D7_1324900/PF3D7_1214900/PF3D7_1015900/PF3D7_1462800/PF3D7_1108500/PF3D7_0922500/PF3D7_0524900/PF3D7_0621200/PF3D7_0514600/PF3D7_0704700/PF3D7_0629100/PF3D7_1120100/PF3D7_1453800/PF3D7_0626800/PF3D7_1436000/PF3D7_1439900/PF3D7_0610800/PF3D7_1420600/PF3D7_1224000/PF3D7_1021600/PF3D7_1454700/PF3D7_1444800/PF3D7_0624000"
"GO:0022610","GO:0022610","biological adhesion",41,-0.409943277094244,-1.20984373927651,0.194617917565573,0.580323482313034,0.518776347584781,592,"tags=29%, list=18%, signal=24%","PF3D7_0412700/PF3D7_0302500/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_1358200/PF3D7_0201600/PF3D7_1217700/PF3D7_1019700/PF3D7_0302200/PF3D7_0607700/PF3D7_0617400"
"GO:0006281","GO:0006281","DNA repair",49,-0.398040732180355,-1.20365311140316,0.196843392241858,0.580323482313034,0.518776347584781,1017,"tags=53%, list=31%, signal=37%","PF3D7_0414000/PF3D7_0803400/PF3D7_1117800/PF3D7_1112600/PF3D7_1429900/PF3D7_0416400/PF3D7_1332600/PF3D7_1037000/PF3D7_0219600/PF3D7_0305600/PF3D7_1011700/PF3D7_0525200/PF3D7_1106000/PF3D7_0910500/PF3D7_1031300/PF3D7_1003700/PF3D7_0206000/PF3D7_1427500/PF3D7_0408500/PF3D7_0628600/PF3D7_1123800/PF3D7_1368300/PF3D7_1405400/PF3D7_1455300/PF3D7_0709500/PF3D7_0614800"
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus",49,-0.398040732180355,-1.20365311140316,0.196843392241858,0.580323482313034,0.518776347584781,1017,"tags=53%, list=31%, signal=37%","PF3D7_0414000/PF3D7_0803400/PF3D7_1117800/PF3D7_1112600/PF3D7_1429900/PF3D7_0416400/PF3D7_1332600/PF3D7_1037000/PF3D7_0219600/PF3D7_0305600/PF3D7_1011700/PF3D7_0525200/PF3D7_1106000/PF3D7_0910500/PF3D7_1031300/PF3D7_1003700/PF3D7_0206000/PF3D7_1427500/PF3D7_0408500/PF3D7_0628600/PF3D7_1123800/PF3D7_1368300/PF3D7_1405400/PF3D7_1455300/PF3D7_0709500/PF3D7_0614800"
"GO:0030029","GO:0030029","actin filament-based process",11,-0.543397295595113,-1.24376784889557,0.203493926572949,0.593004129359814,0.530112128335406,901,"tags=45%, list=27%, signal=33%","PF3D7_0503400/PF3D7_1219000/PF3D7_0505200/PF3D7_0528500/PF3D7_1140500"
"GO:0050789","GO:0050789","regulation of biological process",276,-0.324288079596336,-1.11456065116843,0.20412453699069,0.593004129359814,0.530112128335406,814,"tags=28%, list=25%, signal=23%","PF3D7_1316200/PF3D7_0507700/PF3D7_0613800/PF3D7_1032500/PF3D7_1458600/PF3D7_1428300/PF3D7_1445400/PF3D7_1328800/PF3D7_1246800/PF3D7_1007200/PF3D7_1241400/PF3D7_0722100/PF3D7_0621000/PF3D7_1472600/PF3D7_0207400/PF3D7_0515300/PF3D7_0505200/PF3D7_1438100/PF3D7_1337400/PF3D7_0802600/PF3D7_1220900/PF3D7_1449100/PF3D7_1141800/PF3D7_0207800/PF3D7_1110100/PF3D7_1031300/PF3D7_0412700/PF3D7_0210700/PF3D7_1223100/PF3D7_0714500/PF3D7_0712000/PF3D7_0208000/PF3D7_0712900/PF3D7_1144900/PF3D7_0723900/PF3D7_1324700/PF3D7_1242000/PF3D7_0207500/PF3D7_0919900/PF3D7_0903300/PF3D7_1009000/PF3D7_1237000/PF3D7_0920500/PF3D7_1138400/PF3D7_1445500/PF3D7_0628600/PF3D7_1243000/PF3D7_0419900/PF3D7_0711700/PF3D7_1209300/PF3D7_1448600/PF3D7_0410600/PF3D7_1356400/PF3D7_1417400/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1451000/PF3D7_1405400/PF3D7_0207600/PF3D7_1134100/PF3D7_0528500/PF3D7_1464000/PF3D7_0716400/PF3D7_1439500/PF3D7_1432000/PF3D7_0416500/PF3D7_1034700/PF3D7_1463700/PF3D7_0530100/PF3D7_1231300/PF3D7_0409800/PF3D7_1345100/PF3D7_0617400/PF3D7_1460800"
"GO:0032774","GO:0032774","RNA biosynthetic process",131,-0.345070203249837,-1.14952710973458,0.208456444218034,0.598358236487733,0.534898397071816,977,"tags=34%, list=30%, signal=25%","PF3D7_0802100/PF3D7_0518200/PF3D7_1143100/PF3D7_1449500/PF3D7_0110800/PF3D7_1144600/PF3D7_0420300/PF3D7_0522000/PF3D7_0613800/PF3D7_1224700/PF3D7_1458600/PF3D7_0517400/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1337400/PF3D7_1220900/PF3D7_0501800/PF3D7_1449100/PF3D7_1141800/PF3D7_0305100/PF3D7_1307600/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_0919900/PF3D7_1445500/PF3D7_0628600/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_1146600/PF3D7_0711400/PF3D7_1451400/PF3D7_1464000/PF3D7_0407700/PF3D7_0910900/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0313000/PF3D7_0409800/PF3D7_1460800"
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process",15,0.388714539926808,1.19814060529558,0.208974358974359,0.598358236487733,0.534898397071816,646,"tags=47%, list=20%, signal=38%","PF3D7_1127100/PF3D7_0627500/PF3D7_0603300/PF3D7_1366500/PF3D7_1251300/PF3D7_1023200/PF3D7_1308200"
"GO:0006259","GO:0006259","DNA metabolic process",107,-0.351856522081925,-1.15632097935288,0.213099535843218,0.603524436532829,0.539516687511494,808,"tags=30%, list=25%, signal=23%","PF3D7_0508800/PF3D7_1106000/PF3D7_1328800/PF3D7_1223300/PF3D7_1029900/PF3D7_0910500/PF3D7_0112000/PF3D7_1433500/PF3D7_0705400/PF3D7_1031300/PF3D7_0503200/PF3D7_1003700/PF3D7_0206000/PF3D7_0218000/PF3D7_1308800/PF3D7_0317400/PF3D7_1427500/PF3D7_1412000/PF3D7_0408500/PF3D7_0628600/PF3D7_0625300/PF3D7_1123800/PF3D7_1368300/PF3D7_0917500/PF3D7_0705300/PF3D7_1405400/PF3D7_1455300/PF3D7_0910900/PF3D7_0709500/PF3D7_0215800/PF3D7_0614800/PF3D7_1411300"
